propertyType,rooms,size,buildYear,cluster_100m,adj_price,cluster_1000m,avg_adjusted_sqm_price_100m,avg_adjusted_sqm_price_1000m
3,4.0,98,1901,159,2453987,0,25039,26550
3,2.0,68,1945,4,2259713,0,33231,32232
3,4.0,100,1900,1,4408088,0,44080,44189
3,2.0,54,1939,51,2042944,0,37832,38573
3,3.0,99,2022,20,4601226,0,46476,51831
3,2.0,66,2022,0,3646947,0,55256,47731
3,2.0,78,2013,0,2937627,0,37661,47731
3,4.0,125,2019,3,6134969,0,49079,42193
3,3.0,78,2022,20,3783231,0,48502,51831
3,2.0,50,2022,20,2300613,0,46012,51831
3,2.0,50,2022,20,2275051,0,45501,51831
3,3.0,72,1896,1,3321063,0,46125,44189
3,3.0,71,1899,1,2758691,0,38854,44189
3,3.0,90,2005,1,3721881,0,41353,44189
3,2.0,55,2013,21,2556237,0,46476,47239
3,1.0,38,1897,1,1789366,0,47087,44189
3,4.0,74,1933,8,3372188,0,45569,40575
3,2.0,59,1926,1,2632924,0,44625,44189
3,3.0,81,1917,1,3486707,0,43044,44189
3,2.0,61,1933,1,2908997,0,47688,44189
3,2.0,53,1902,1,2755623,0,51992,44189
3,3.0,83,1969,90,1891615,4,22790,23924
3,4.0,101,1903,5,4550102,0,45050,45759
3,3.0,76,2019,3,3911042,0,51460,42193
3,3.0,88,1900,160,2019427,0,22947,22947
3,3.0,80,1953,4,2949897,0,36873,32232
3,4.0,102,1934,8,3374233,0,33079,40575
3,3.0,126,1899,1,2556237,0,20287,44189
3,2.0,61,1936,1,2247443,0,36842,44189
3,2.0,65,2022,0,2658486,0,40899,47731
3,2.0,60,1926,1,2510224,0,41836,44189
3,3.0,64,2017,1,3478527,0,54351,44189
3,2.0,48,1900,1,2095092,0,43647,44189
3,4.0,101,2001,41,4493865,0,44492,48098
3,4.0,145,2013,0,5623721,0,38784,47731
3,2.0,52,2007,6,2096114,0,40309,35867
3,2.0,54,1962,3,2198364,0,40709,42193
3,2.0,57,1939,6,1799591,0,31571,35867
3,2.0,62,1915,1,2862985,0,46176,44189
3,3.0,85,1972,9,1940695,0,22831,25860
3,3.0,61,1899,1,2709611,0,44419,44189
3,3.0,97,2016,0,3749488,0,38654,47731
3,2.0,62,2017,1,2860940,0,46144,44189
3,2.0,56,2015,1,2551124,0,45555,44189
3,4.0,130,2019,3,5419222,0,41686,42193
3,3.0,101,2016,0,4662576,0,46163,47731
3,2.0,59,2022,13,2760736,0,46791,49653
3,2.0,58,2004,5,2648261,0,45659,45759
3,4.0,98,1930,1,3781186,0,38582,44189
3,2.0,66,1930,1,2295501,0,34780,44189
3,2.0,58,1928,1,2602249,0,44866,44189
3,3.0,96,2017,1,4038854,0,42070,44189
3,3.0,62,2014,1,3067484,0,49475,44189
3,2.0,62,2022,20,3374233,0,54422,51831
3,1.0,49,1958,1,1868098,0,38123,44189
3,2.0,53,1750,1,2249488,0,42442,44189
3,3.0,88,1876,1,3868098,0,43955,44189
3,3.0,69,2006,3,3065439,0,44426,42193
3,2.0,50,1874,3,2249488,0,44989,42193
3,5.0,132,1938,5,5598159,0,42410,45759
3,3.0,78,2016,0,3911042,0,50141,47731
3,3.0,106,2022,0,5034737,0,47496,47731
3,5.0,214,2022,0,12302026,0,57485,47731
3,2.0,79,2014,0,2965235,0,37533,47731
3,4.0,124,1976,1,4907975,0,39579,44189
3,2.0,66,2022,0,3362331,0,50943,47731
3,3.0,90,2001,41,3471370,0,38570,48098
3,5.0,132,2020,1,4498977,0,34082,44189
3,2.0,63,1952,15,2448875,0,38870,37312
3,4.0,110,1896,1,4596114,0,41782,44189
3,3.0,73,1902,1,2760736,0,37817,44189
3,4.0,127,2017,5,6132924,0,48290,45759
3,2.0,84,2018,1,3323108,0,39560,44189
3,5.0,82,1900,1,3885480,0,47383,44189
3,2.0,72,1935,5,3372188,0,46835,45759
3,3.0,81,1970,35,2188139,0,27013,25664
3,2.0,76,1984,17,1993865,0,26234,26132
3,2.0,71,1961,32,2223926,0,31322,35933
3,2.0,54,1907,5,2837423,0,52543,45759
3,2.0,79,2009,1,3026584,0,38310,44189
3,3.0,122,1993,118,3269938,0,26802,27001
3,3.0,62,1969,3,3016359,0,48650,42193
3,3.0,87,2016,0,3269938,0,37584,47731
3,2.0,50,1967,15,1993865,0,39877,37312
3,4.0,141,1852,96,6129856,0,43473,50863
3,4.0,126,1899,1,4805725,0,38140,44189
3,2.0,72,1986,2,2914110,0,40473,37211
3,2.0,95,1944,153,2551124,0,26853,32622
3,3.0,94,2020,1,3374233,0,35895,44189
3,3.0,88,2020,1,3476482,0,39505,44189
3,3.0,110,2022,13,4688268,0,42619,49653
3,3.0,94,2020,1,3675869,0,39104,44189
3,2.0,79,2017,1,3496932,0,44264,44189
3,3.0,84,2020,1,3374233,0,40168,44189
3,2.0,69,1945,75,2157464,0,31266,33902
3,3.0,89,1929,8,4524539,0,50837,40575
3,2.0,87,1978,44,2039877,0,23446,26806
3,2.0,85,1887,1,3445807,0,40538,44189
3,3.0,94,1934,8,3476482,0,36983,40575
3,2.0,71,1935,5,3430470,0,48315,45759
3,3.0,97,2019,20,5110429,0,52684,51831
3,2.0,48,2022,20,2402862,0,50059,51831
3,3.0,85,1968,10,2500000,0,29411,31481
3,3.0,93,1935,110,2428425,0,26111,50053
3,2.0,55,1931,1,2643149,0,48057,44189
3,5.0,139,1934,37,4268916,0,30710,37199
3,3.0,83,1913,5,3374233,0,40653,45759
3,2.0,102,2017,0,4754601,0,46613,47731
3,3.0,73,2015,54,2075664,6,28433,29959
3,3.0,84,1898,5,2914110,0,34691,45759
3,2.0,54,1912,1,2453987,0,45443,44189
3,6.0,208,1958,161,2735173,4,13149,25568
3,3.0,84,1971,35,1942740,0,23127,25664
3,1.0,39,1896,1,2098159,0,53798,44189
3,2.0,80,1992,1,3182004,0,39775,44189
3,1.0,72,1958,161,2735173,4,37987,25568
3,2.0,80,2020,1,3323108,0,41538,44189
3,4.0,96,2020,1,3808793,0,39674,44189
3,2.0,57,2014,1,3911042,0,68614,44189
3,2.0,59,2019,20,2758691,0,46756,51831
3,3.0,82,1973,90,1835378,4,22382,23924
3,3.0,85,1972,9,2172801,0,25562,25860
3,2.0,58,1938,15,2147239,0,37020,37312
3,3.0,91,2013,0,3269938,0,35932,47731
3,3.0,107,2022,20,5010224,0,46824,51831
3,2.0,66,2022,0,3430653,0,51979,47731
3,2.0,102,2017,0,4803680,0,47094,47731
3,3.0,90,1936,59,3167689,0,35196,37267
3,2.0,64,1988,24,2198364,0,34348,35713
3,3.0,93,2006,47,1968302,5,21163,20853
3,4.0,97,1890,69,3364008,0,34679,37914
3,3.0,94,1969,89,1835378,0,19524,21564
3,2.0,58,1911,5,2914110,0,50242,45759
3,3.0,89,2020,1,3680981,0,41358,44189
3,2.0,49,2017,1,2223926,0,45385,44189
3,2.0,50,2022,20,2300613,0,46012,51831
3,2.0,85,1894,1,3678936,0,43281,44189
3,2.0,44,2022,20,2249488,0,51124,51831
3,2.0,52,2013,21,2709611,0,52107,47239
3,3.0,97,2019,20,5110429,0,52684,51831
3,2.0,62,1880,1,2684049,0,43290,44189
3,2.0,62,1937,1,2715235,0,43793,44189
3,2.0,65,1939,15,2653374,0,40821,37312
3,2.0,61,1989,1,2525562,0,41401,44189
3,3.0,68,2017,1,3164621,0,46537,44189
3,3.0,91,2017,1,3297546,0,36236,44189
3,3.0,72,1931,1,2811860,0,39053,44189
3,3.0,76,1968,4,2269938,0,29867,32232
3,2.0,52,1899,1,2939672,0,56531,44189
3,2.0,71,1976,9,2142126,0,30170,25860
3,3.0,100,1900,1,3425357,0,34253,44189
3,2.0,69,2009,45,2448875,0,35490,36391
3,2.0,62,1938,1,4959100,0,79984,44189
3,3.0,110,2013,0,3476482,0,31604,47731
3,2.0,82,2022,20,3220858,0,39278,51831
3,3.0,69,1913,5,3475460,0,50368,45759
3,2.0,71,1988,3,2607361,0,36722,42193
3,4.0,142,1970,29,6390593,0,45004,42944
3,3.0,105,1999,19,3065439,0,29194,31584
3,2.0,69,1934,8,2551124,0,36972,40575
3,2.0,67,1937,5,2530674,0,37770,45759
3,3.0,68,1900,1,2275051,0,33456,44189
3,2.0,44,1900,5,1860940,0,42293,45759
3,3.0,92,2005,1,3619631,0,39343,44189
3,2.0,48,1898,1,2142126,0,44626,44189
3,3.0,89,1887,1,3474437,0,39037,44189
3,5.0,126,1910,37,3249488,0,25789,37199
3,3.0,98,2014,0,4396728,0,44864,47731
3,3.0,89,1929,8,4391615,0,49343,40575
3,2.0,53,1911,5,2474437,0,46687,45759
3,4.0,101,1914,76,5107361,0,50567,45213
3,2.0,80,2020,1,3527607,0,44095,44189
3,3.0,87,2009,6,3190184,0,36668,35867
3,4.0,127,2017,5,6858895,0,54006,45759
3,4.0,149,2022,0,8314858,0,55803,47731
3,4.0,89,2020,1,3783231,0,42508,44189
3,4.0,122,1976,1,4805725,0,39390,44189
3,2.0,70,1966,52,2592024,0,37028,36405
3,2.0,57,1925,1,2164621,0,37975,44189
3,4.0,102,1900,1,3783231,0,37089,44189
3,2.0,82,2022,20,3067484,0,37407,51831
3,3.0,86,2021,0,4447852,0,51718,47731
3,2.0,48,2022,20,2402862,0,50059,51831
3,4.0,122,1976,1,4754601,0,38971,44189
3,4.0,89,2020,1,3783231,0,42508,44189
3,3.0,66,2017,1,3297546,0,49962,44189
3,4.0,124,1976,1,4805725,0,38755,44189
3,3.0,82,1966,57,2658486,0,32420,32752
3,2.0,47,1900,1,2300613,0,48948,44189
3,3.0,76,1929,1,3369120,0,44330,44189
3,2.0,47,1969,2,2147239,0,45685,37211
3,3.0,116,2021,0,5470347,0,47157,47731
3,3.0,73,2014,1,3502044,0,47972,44189
3,3.0,88,2022,20,4805725,0,54610,51831
3,3.0,127,2021,0,5623721,0,44281,47731
3,3.0,73,1898,5,3065439,0,41991,45759
3,2.0,68,1938,32,2453987,0,36087,35933
3,5.0,132,1866,1,3859918,0,29241,44189
3,4.0,112,1935,94,2461145,0,21974,46935
3,4.0,95,2001,41,4289366,0,45150,48098
3,3.0,81,2001,41,3062372,0,37806,48098
3,4.0,130,2019,3,5775051,0,44423,42193
3,2.0,123,2021,0,4089979,0,33251,47731
3,4.0,97,2001,41,4084867,0,42111,48098
3,3.0,108,1920,63,3921267,0,36307,43025
3,3.0,69,1903,5,3223926,0,46722,45759
3,2.0,69,1896,5,3220858,0,46678,45759
3,3.0,86,1949,11,2809815,0,32671,34667
3,3.0,91,1976,91,3067484,0,33708,32539
3,4.0,89,2020,1,3885480,0,43656,44189
3,2.0,66,2022,0,3617145,0,54804,47731
3,2.0,49,2017,1,2419222,0,49371,44189
3,4.0,96,2020,1,3757668,0,39142,44189
3,3.0,75,1931,1,3527607,0,47034,44189
3,3.0,69,2014,21,3312883,0,48012,47239
3,2.0,80,2021,0,4089979,0,51124,47731
3,2.0,50,1898,1,2520449,0,50408,44189
3,3.0,79,1994,3,3169734,0,40122,42193
3,2.0,58,1930,1,2525562,0,43543,44189
3,2.0,56,1933,8,2837423,0,50667,40575
3,3.0,102,1890,5,4087934,0,40077,45759
3,3.0,89,2021,0,4396728,0,49400,47731
3,2.0,126,2021,0,4601226,0,36517,47731
3,2.0,123,2021,0,4064417,0,33043,47731
3,3.0,89,2021,0,4243353,0,47677,47731
3,3.0,92,2013,21,4887525,0,53124,47239
3,2.0,78,2013,0,2965235,0,38015,47731
3,4.0,89,2020,1,3885480,0,43656,44189
3,4.0,148,1910,37,3576687,0,24166,37199
3,3.0,113,2019,20,5449897,0,48229,51831
3,3.0,82,1897,5,3783231,0,46135,45759
3,7.0,161,1898,1,5720858,0,35532,44189
3,3.0,88,1973,9,2172801,0,24690,25860
3,2.0,85,2021,0,3476482,0,40899,47731
3,3.0,128,2022,20,5342535,0,41738,51831
3,2.0,48,2022,20,2453987,0,51124,51831
3,3.0,116,2021,0,5214723,0,44953,47731
3,3.0,112,2021,0,4856850,0,43364,47731
3,3.0,80,2001,41,2960122,0,37001,48098
3,2.0,67,1988,24,2402862,0,35862,35713
3,2.0,61,1933,6,2269427,0,37203,35867
3,2.0,57,2004,3,2346625,0,41168,42193
3,4.0,144,1970,29,5777096,0,40118,42944
3,4.0,102,1900,1,3986707,0,39084,44189
3,2.0,64,2009,6,2453987,0,38343,35867
3,2.0,76,1875,3,2554192,0,33607,42193
3,3.0,81,2001,41,3471370,0,42855,48098
3,7.0,221,1884,1,9202453,0,41639,44189
3,6.0,217,2022,13,13936805,0,64223,49653
3,3.0,186,2022,13,12791098,0,68768,49653
3,3.0,85,2001,41,3675869,0,43245,48098
3,3.0,72,1928,1,3373210,0,46849,44189
3,3.0,82,1859,1,3026584,0,36908,44189
3,3.0,65,1901,1,2914110,0,44832,44189
3,2.0,56,2021,0,3062372,0,54685,47731
3,3.0,148,2022,13,9440835,0,63789,49653
3,4.0,103,1912,1,4146216,0,40253,44189
3,2.0,61,1933,1,2326175,0,38133,44189
3,3.0,100,1934,1,2292433,0,22924,44189
3,2.0,55,2004,3,2183026,0,39691,42193
3,2.0,65,1930,1,2704498,0,41607,44189
3,3.0,114,2021,0,4703476,0,41257,47731
3,4.0,115,2001,41,3266871,0,28406,48098
3,3.0,86,1933,6,2556237,0,29722,35867
3,2.0,51,1901,5,2147239,0,42102,45759
3,4.0,118,1880,5,4805725,0,40725,45759
3,1.0,35,1875,5,1814928,0,51854,45759
3,3.0,76,1957,4,2172801,0,28588,32232
3,2.0,72,2014,0,3277096,0,45514,47731
3,3.0,70,1935,5,3246421,0,46377,45759
3,4.0,149,2022,0,7157464,0,48035,47731
3,4.0,106,1969,86,2489775,0,23487,23828
3,2.0,59,1938,32,2653374,0,44972,35933
3,3.0,69,2014,21,3220858,0,46678,47239
3,3.0,95,2017,1,4054192,0,42674,44189
3,2.0,73,2017,5,3373210,0,46207,45759
3,4.0,134,1858,154,3220858,0,24035,25485
3,2.0,63,1936,1,1795501,0,28500,44189
3,4.0,113,1933,1,4289366,0,37958,44189
3,3.0,98,1933,8,3844580,0,39230,40575
3,3.0,104,2019,20,3629856,0,34901,51831
3,3.0,84,2001,41,3266871,0,38890,48098
3,2.0,52,2013,21,2556237,0,49157,47239
3,3.0,119,2019,3,7822085,0,65731,42193
3,3.0,113,2021,0,6388548,0,56535,47731
3,4.0,96,2020,1,3793456,0,39514,44189
3,2.0,57,1938,15,2121676,0,37221,37312
3,3.0,92,1985,2,2965235,0,32230,37211
3,3.0,80,2001,41,3266871,0,40835,48098
3,2.0,68,2017,0,3036809,0,44658,47731
3,2.0,54,1875,1,2566462,0,47526,44189
3,3.0,116,2021,0,3936605,0,33935,47731
3,3.0,69,1946,149,2402862,0,34823,34460
3,2.0,51,1911,1,2546012,0,49921,44189
3,3.0,105,2022,0,5319555,0,50661,47731
3,2.0,81,2007,30,2607361,0,32189,33085
3,2.0,52,1917,1,2346625,0,45126,44189
3,3.0,86,1892,5,3650306,0,42444,45759
3,5.0,159,2019,3,6032719,0,37940,42193
3,4.0,100,1899,5,4580777,0,45807,45759
3,2.0,77,2013,0,2658486,0,34525,47731
3,3.0,83,1922,1,2530674,0,30489,44189
3,3.0,116,1907,5,4089979,0,35257,45759
3,2.0,66,1946,4,2392638,0,36251,32232
3,3.0,83,1984,1,3577709,0,43104,44189
3,2.0,85,1876,3,2842535,0,33440,42193
3,4.0,102,2005,1,3884458,0,38082,44189
3,6.0,193,2016,26,12934560,0,67018,46240
3,2.0,64,2005,36,2249488,0,35148,31658
3,2.0,50,1877,3,1835378,0,36707,42193
3,2.0,67,1902,1,3031697,0,45248,44189
3,5.0,129,1896,1,5494887,0,42595,44189
3,2.0,70,1966,52,2147239,0,30674,36405
3,5.0,138,1896,1,5494887,0,39817,44189
3,2.0,72,1980,9,1940695,0,26953,25860
3,2.0,55,1910,108,1959100,0,35619,36449
3,3.0,88,2020,1,3608128,0,41001,44189
3,2.0,61,2017,5,2461145,0,40346,45759
3,2.0,75,1938,32,2448875,0,32651,35933
3,2.0,65,1937,8,2147239,0,33033,40575
3,2.0,70,1935,8,2453987,0,35056,40575
3,3.0,73,2017,1,3271983,0,44821,44189
3,3.0,129,1970,29,5572597,0,43198,42944
3,2.0,66,1935,5,2811860,0,42603,45759
3,2.0,64,1909,5,2556237,0,39940,45759
3,3.0,112,2022,0,5933919,0,52980,47731
3,3.0,85,1948,10,2684049,0,31576,31481
3,3.0,99,2005,36,2972428,0,30024,31658
3,4.0,157,1913,5,8313891,0,52954,45759
3,3.0,119,1971,39,1908801,0,16040,19616
3,2.0,56,2021,0,3075291,0,54915,47731
3,4.0,141,2021,0,6362672,0,45125,47731
3,2.0,55,1897,5,2624602,0,47720,45759
3,2.0,72,1985,2,2386002,0,33138,37211
3,2.0,55,2014,21,2439024,0,44345,47239
3,2.0,55,1938,4,2470837,0,44923,32232
3,4.0,142,2022,20,8430540,0,59369,51831
3,2.0,89,2020,1,3711558,0,41702,44189
3,3.0,144,2017,0,6362672,0,44184,47731
3,2.0,50,2022,20,2412513,0,48250,51831
3,4.0,123,1910,5,5487804,0,44616,45759
3,4.0,155,2018,1,7317073,0,47206,44189
3,4.0,119,1976,1,4984093,0,41882,44189
3,2.0,65,1938,1,2057264,0,31650,44189
3,3.0,102,1935,8,2386002,0,23391,40575
3,4.0,99,2007,49,2412513,0,24367,24878
3,3.0,105,2022,0,6546731,0,62348,47731
3,4.0,124,1976,1,5302226,0,42759,44189
3,2.0,47,2022,20,2916224,0,62046,51831
3,3.0,85,2022,20,4268292,0,50214,51831
3,3.0,93,1935,8,3661187,0,39366,40575
3,2.0,68,1986,1,2330858,0,34276,44189
3,2.0,66,1986,2,2064687,0,31283,37211
3,2.0,68,1933,1,2863202,0,42104,44189
3,2.0,68,1973,9,1878048,0,27618,25860
3,2.0,70,2009,6,2640509,0,37721,35867
3,2.0,50,2022,20,2332979,0,46659,51831
3,2.0,85,2021,0,3764581,0,44288,47731
3,2.0,69,1930,8,3446447,0,49948,40575
3,7.0,249,1908,5,12089077,0,48550,45759
3,3.0,69,1954,15,2481442,0,35962,37312
3,3.0,76,1992,1,3069989,0,40394,44189
3,3.0,88,2022,20,5169671,0,58745,51831
3,3.0,112,2021,0,4931071,0,44026,47731
3,3.0,86,1950,162,3600212,0,41862,38260
3,3.0,134,2019,1,8324496,0,62123,44189
3,2.0,78,2013,0,2757158,0,35347,47731
3,3.0,85,1948,10,2502651,0,29442,31481
3,3.0,71,1902,1,2995758,0,42193,44189
3,2.0,44,1931,5,2232237,0,50731,45759
3,3.0,89,2017,5,4162248,0,46766,45759
3,3.0,94,2009,1,3753976,0,39935,44189
3,3.0,75,1969,2,2698833,0,35984,37211
3,2.0,60,1897,5,2794273,0,46570,45759
3,3.0,80,1973,44,1988335,0,24853,26806
3,4.0,102,1938,5,5434782,0,53282,45759
3,3.0,85,1910,1,3251325,0,38250,44189
3,3.0,101,2022,20,6145335,0,60844,51831
3,3.0,89,2021,0,4559915,0,51234,47731
3,2.0,73,2017,5,3234358,0,44305,45759
3,2.0,67,1935,8,2598091,0,38777,40575
3,3.0,82,1925,1,3918345,0,47783,44189
3,3.0,117,1970,29,5509013,0,47084,42944
3,3.0,107,2005,1,3923647,0,36669,44189
3,3.0,89,2022,20,5249204,0,58978,51831
3,2.0,77,2013,0,2582184,0,33534,47731
3,3.0,101,2022,20,5832449,0,57746,51831
3,2.0,56,1912,5,2513255,0,44879,45759
3,2.0,55,1883,1,2704135,0,49165,44189
3,3.0,75,1930,1,3075291,0,41003,44189
3,6.0,159,1888,1,6675503,0,41984,44189
3,4.0,141,1888,1,6675503,0,47343,44189
3,3.0,77,1902,1,5196182,0,67482,44189
3,2.0,60,1902,1,2067868,0,34464,44189
3,2.0,50,1906,5,2813361,0,56267,45759
3,2.0,56,1945,75,1972428,0,35221,33902
3,2.0,66,1936,15,2386002,0,36150,37312
3,5.0,152,1934,163,8218451,0,54067,54067
3,5.0,152,1934,163,8218451,0,54067,54067
3,2.0,54,1910,1,2857900,0,52923,44189
3,2.0,68,1938,15,2492046,0,36646,37312
3,4.0,149,2022,0,8399790,0,56374,47731
3,2.0,49,2022,20,3022269,0,61678,51831
3,2.0,81,2022,0,3075291,0,37966,47731
3,4.0,168,2022,13,8968509,0,53383,49653
3,2.0,58,1933,1,2253446,0,38851,44189
3,3.0,108,1895,1,5037115,0,46639,44189
3,4.0,95,1903,1,4321314,0,45486,44189
3,1.0,46,1905,5,1903499,0,41379,45759
3,2.0,66,1931,1,2810180,0,42577,44189
3,4.0,162,1908,5,7158006,0,44184,45759
3,2.0,70,1935,8,2826086,0,40372,40575
3,3.0,90,1969,3,3338282,0,37091,42193
3,4.0,199,2013,0,9437963,0,47426,47731
3,2.0,73,1933,8,3176033,0,43506,40575
3,2.0,58,1868,1,2099681,0,36200,44189
3,2.0,53,1940,75,2012725,0,37975,33902
3,2.0,62,1936,1,2205726,0,35575,44189
3,3.0,86,2017,1,3921527,0,45599,44189
3,3.0,112,2022,20,7264050,0,64856,51831
3,2.0,48,2022,20,2571580,0,53573,51831
3,3.0,86,2021,0,3764581,0,43774,47731
3,2.0,86,2021,0,3791092,0,44081,47731
3,2.0,66,2022,0,3722466,0,56400,47731
3,1.0,45,1894,1,2386002,0,53022,44189
3,3.0,77,1960,50,2226935,0,28920,27822
3,2.0,53,1928,5,2571580,0,48519,45759
3,3.0,99,2005,1,4400848,0,44452,44189
3,3.0,50,1928,1,2704135,0,54082,44189
3,2.0,49,2022,20,3022269,0,61678,51831
3,3.0,79,2022,20,4241781,0,53692,51831
3,3.0,96,2016,26,3552492,0,37004,46240
3,3.0,96,2022,20,4135737,0,43080,51831
3,2.0,53,1943,51,1993637,0,37615,38573
3,2.0,45,1910,1,2094379,0,46540,44189
3,4.0,178,2022,13,9868047,0,55437,49653
3,3.0,76,1966,15,2248144,0,29580,37312
3,3.0,89,2022,20,5249204,0,58978,51831
3,3.0,96,2022,20,4367144,0,45490,51831
3,3.0,84,1925,1,3419936,0,40712,44189
3,3.0,93,1929,8,3393425,0,36487,40575
3,3.0,148,2022,13,10420857,0,70410,49653
3,3.0,68,2022,20,2757158,0,40546,51831
3,2.0,47,2022,20,2969247,0,63174,51831
3,3.0,105,2014,0,3552492,0,33832,47731
3,3.0,94,2017,1,4347826,0,46253,44189
3,3.0,91,2017,0,3435843,0,37756,47731
3,3.0,101,2017,0,4107104,0,40663,47731
3,2.0,58,2005,157,1871686,0,32270,32733
3,3.0,71,1929,1,2444326,0,34426,44189
3,3.0,98,2022,20,5620360,0,57349,51831
3,3.0,115,2021,0,5620360,0,48871,47731
3,3.0,86,2017,1,3579003,0,41616,44189
3,2.0,56,1884,1,2253446,0,40239,44189
3,2.0,82,1893,5,3976670,0,48495,45759
3,3.0,61,1943,51,2576882,0,42243,38573
3,3.0,101,2020,41,4769883,0,47225,48098
3,3.0,109,2017,1,5567338,0,51076,44189
3,3.0,89,2021,0,4718981,0,53022,47731
3,6.0,133,1928,5,3780487,0,28424,45759
3,6.0,114,1875,5,3709437,0,32538,45759
3,2.0,58,2013,21,2784729,0,48011,47239
3,3.0,68,2011,21,3324496,0,48888,47239
3,3.0,94,1920,63,4135737,0,43996,43025
3,3.0,64,1926,5,3179215,0,49674,45759
3,2.0,63,1950,15,2200424,0,34926,37312
3,4.0,99,2022,20,4453870,0,44988,51831
3,4.0,128,1984,1,5143160,0,40180,44189
3,2.0,67,1966,1,2539766,0,37906,44189
3,4.0,102,1973,3,4506892,0,44184,42193
3,2.0,76,1890,1,3764581,0,49533,44189
3,4.0,89,2020,1,4029692,0,45276,44189
3,3.0,129,1852,96,5790031,0,44883,50863
3,3.0,105,2022,0,5315168,0,50620,47731
3,2.0,60,2022,0,3075291,0,51254,47731
3,3.0,98,1885,1,3075291,0,31379,44189
3,3.0,86,1907,5,4374337,0,50864,45759
3,4.0,111,1896,1,4676564,0,42130,44189
3,2.0,49,2022,20,2677624,0,54644,51831
3,4.0,167,1981,164,2200424,6,13176,13176
3,2.0,81,2016,0,2702014,0,33357,47731
3,3.0,78,2022,20,4294803,0,55061,51831
3,4.0,129,2021,0,5620360,0,43568,47731
3,2.0,49,1899,1,2120890,0,43283,44189
3,2.0,48,1900,3,2279957,0,47498,42193
3,2.0,76,1975,78,2401908,0,31603,38935
3,3.0,72,1948,11,2836691,0,39397,34667
3,2.0,53,1928,5,2433722,0,45918,45759
3,2.0,63,1952,15,2226935,0,35347,37312
3,2.0,61,1902,1,2279957,0,37375,44189
3,3.0,121,1971,39,2089077,0,17264,19616
3,3.0,66,1900,1,2479321,0,37565,44189
3,2.0,67,1897,1,3107104,0,46374,44189
3,3.0,91,1953,4,2810180,0,30880,32232
3,1.0,53,1933,1,2118769,0,39976,44189
3,3.0,90,2022,13,3913308,0,43480,49653
3,5.0,118,2020,1,4692470,0,39766,44189
3,4.0,112,2012,0,4504772,0,40220,47731
3,2.0,60,1917,1,3054082,0,50901,44189
3,2.0,53,1902,5,2571580,0,48519,45759
3,2.0,64,1933,8,2545068,0,39766,40575
3,3.0,130,1933,165,3092258,0,23785,21857
3,2.0,62,1902,1,2120890,0,34207,44189
3,5.0,226,2021,0,16967126,0,75075,47731
3,2.0,49,2022,20,2439024,0,49775,51831
3,3.0,51,1893,5,2651113,0,51981,45759
3,3.0,75,1896,1,2861081,0,38147,44189
3,3.0,89,1936,1,3218451,0,36162,44189
3,2.0,60,2022,0,3166872,0,52780,47731
3,2.0,101,2017,0,3923647,0,38847,47731
3,2.0,74,2017,5,3425238,0,46286,45759
3,4.0,160,2022,20,10869565,0,67934,51831
3,3.0,85,1968,10,2507953,0,29504,31481
3,3.0,101,1938,1,3075291,0,30447,44189
3,2.0,60,1936,1,2386002,0,39766,44189
3,3.0,88,1972,9,2279957,0,25907,25860
3,3.0,83,1984,1,3340402,0,40244,44189
3,5.0,145,1969,2,4718981,0,32544,37211
3,2.0,57,1914,1,2486744,0,43626,44189
3,3.0,90,1977,9,2226935,0,24743,25860
3,4.0,72,1938,1,2796924,0,38845,44189
3,2.0,86,2021,0,3923647,0,45623,47731
3,2.0,73,2006,1,2857900,0,39148,44189
3,3.0,86,2017,5,4533404,0,52713,45759
3,2.0,74,1967,55,2012725,0,27198,25345
3,2.0,64,1927,5,2651113,0,41423,45759
3,2.0,62,1969,3,2555673,0,41219,42193
3,3.0,55,1902,1,3181336,0,57841,44189
3,2.0,65,1937,1,2571580,0,39562,44189
3,2.0,66,1938,32,2208907,0,33467,35933
3,2.0,47,1900,1,2278897,0,48486,44189
3,4.0,109,1968,1,3854718,0,35363,44189
3,2.0,65,1937,1,2460233,0,37849,44189
3,4.0,97,1967,89,1961823,0,20224,21564
3,2.0,62,1937,1,2757158,0,44469,44189
3,2.0,51,1969,3,2253446,0,44184,42193
3,3.0,114,2013,0,4289501,0,37626,47731
3,5.0,210,2022,13,9739546,0,46378,49653
3,2.0,63,1968,4,2014846,0,31980,32232
3,3.0,84,1934,8,3616118,0,43048,40575
3,3.0,78,1951,15,2857900,0,36639,37312
3,2.0,58,1925,1,2332979,0,40223,44189
3,3.0,95,1983,2,3128313,0,32928,37211
3,2.0,56,1902,1,2518557,0,44973,44189
3,2.0,57,1926,1,2459172,0,43143,44189
3,2.0,65,1940,75,2332979,0,35891,33902
3,3.0,105,2022,0,5465573,0,52053,47731
3,2.0,53,2017,1,2529162,0,47720,44189
3,3.0,120,1967,40,5088016,0,42399,34035
3,4.0,118,1967,40,4027571,0,34131,34035
3,3.0,88,1933,8,3260869,0,37055,40575
3,3.0,69,1882,5,2677624,0,38805,45759
3,4.0,102,1909,5,4681866,0,45900,45759
3,3.0,80,2001,41,3706256,0,46327,48098
3,2.0,89,2020,1,3976670,0,44680,44189
3,4.0,119,2017,0,5551431,0,46650,47731
3,5.0,144,1938,5,5528101,0,38389,45759
