propertyType,rooms,size,buildYear,cluster_100m,adj_price,cluster_1000m,avg_adjusted_sqm_price_100m,avg_adjusted_sqm_price_1000m
3,5.0,121,2020,1,6041666,0,49930,44189
3,1.0,59,1891,1,2479166,0,42018,44189
3,4.0,82,2023,16,3802083,0,46366,40642
3,8.0,210,1890,3,3333333,0,15872,42193
3,2.0,64,1938,32,2239583,0,34992,35933
3,2.0,60,1934,8,2239583,0,37326,40575
3,2.0,65,1935,15,2031250,0,31250,37312
3,5.0,180,1899,31,7812500,0,43402,37733
3,3.0,84,2017,1,3359375,0,39991,44189
3,2.0,70,1966,52,2160416,0,30862,36405
3,3.0,81,1939,4,2135416,0,26362,32232
3,3.0,103,2016,26,4348958,0,42221,46240
3,2.0,50,1872,3,1833333,0,36666,42193
3,3.0,90,1897,1,3046875,0,33854,44189
3,3.0,60,1888,5,2760416,0,46006,45759
3,3.0,81,1928,1,3697916,0,45653,44189
3,3.0,84,1920,1,3020833,0,35961,44189
3,3.0,79,1902,5,3593750,0,45489,45759
3,2.0,82,1984,1,3125000,0,38109,44189
3,2.0,60,1929,1,2916666,0,48610,44189
3,2.0,65,1985,15,2135416,0,32852,37312
3,3.0,72,1901,5,3489583,0,48465,45759
3,3.0,84,1911,5,4036458,0,48052,45759
3,2.0,53,1927,1,2447916,0,46186,44189
3,3.0,102,1926,1,5234375,0,51316,44189
3,3.0,83,1905,1,4010416,0,48317,44189
3,4.0,149,2022,0,6718750,0,45091,47731
3,2.0,53,2017,1,2291666,0,43238,44189
3,4.0,100,1912,1,4166666,0,41666,44189
3,3.0,77,1893,5,3515625,0,45657,45759
3,2.0,40,1918,1,1875000,0,46875,44189
3,2.0,54,1938,22,1927083,0,35686,63219
3,4.0,149,2022,0,8906250,0,59772,47731
3,3.0,86,2014,1,3645833,0,42392,44189
3,3.0,99,1890,5,4635416,0,46821,45759
3,3.0,99,2005,36,2552083,0,25778,31658
3,3.0,119,2019,3,7864583,0,66088,42193
3,2.0,58,2014,21,2770833,0,47772,47239
3,3.0,88,1907,5,3828125,0,43501,45759
3,2.0,63,1938,15,1901041,0,30175,37312
3,2.0,58,1949,11,2369791,0,40858,34667
3,4.0,118,1967,40,3906250,0,33103,34035
3,2.0,71,2021,0,3020833,0,42546,47731
3,3.0,60,1922,1,2291666,0,38193,44189
3,3.0,92,1937,5,4531250,0,49252,45759
3,3.0,84,1963,28,2213541,0,26351,26673
3,4.0,88,1904,5,4332291,0,49230,45759
3,3.0,83,1931,1,3956250,0,47665,44189
3,3.0,97,2016,26,3125000,0,32215,46240
3,2.0,46,2023,16,2225260,0,48375,40642
3,3.0,90,1969,3,3364583,0,37383,42193
3,3.0,99,2005,1,4166666,0,42087,44189
3,2.0,64,2009,6,2552083,0,39876,35867
3,2.0,74,1984,1,3411458,0,46100,44189
3,2.0,69,1909,1,2395833,0,34721,44189
3,3.0,87,1909,1,3385416,0,38912,44189
3,4.0,123,1993,118,3619791,0,29429,27001
3,3.0,76,2001,16,2916666,0,38377,40642
3,3.0,99,1925,1,3697916,0,37352,44189
3,3.0,103,2016,0,4479166,0,43486,47731
3,2.0,48,1801,1,2602083,0,54209,44189
3,3.0,63,1933,8,2911458,0,46213,40575
3,3.0,94,2016,0,4010416,0,42663,47731
3,2.0,58,1930,1,2552083,0,44001,44189
3,3.0,80,1953,4,2083333,0,26041,32232
3,4.0,119,1888,1,5666666,0,47618,44189
3,3.0,67,1901,1,1979166,0,29539,44189
3,3.0,92,1985,2,3020833,0,32834,37211
3,3.0,69,1983,2,2864583,0,41515,37211
3,4.0,102,1885,3,4427083,0,43402,42193
3,2.0,53,1908,5,2421875,0,45694,45759
3,3.0,91,2016,0,4010416,0,44069,47731
3,3.0,86,1980,9,1875000,0,21802,25860
3,2.0,63,2012,0,3437500,0,54562,47731
3,2.0,61,1989,1,2330729,0,38208,44189
3,2.0,59,1933,15,1859375,0,31514,37312
3,2.0,64,1936,15,2135416,0,33365,37312
3,3.0,106,1969,119,1822916,0,17196,16771
3,2.0,72,1981,9,2135416,0,29658,25860
3,4.0,170,2013,0,6848958,0,40287,47731
3,3.0,84,1913,1,4010416,0,47742,44189
3,3.0,90,1935,15,2546875,0,28297,37312
3,5.0,110,1902,1,5203125,0,47301,44189
3,3.0,79,1936,30,2604166,0,32963,33085
3,2.0,52,1942,4,1927083,0,37058,32232
3,2.0,52,1942,4,1927083,0,37058,32232
3,3.0,73,1946,82,2291666,0,31391,30889
3,3.0,84,1933,8,3307291,0,39371,40575
3,2.0,58,2019,20,3333333,0,57470,51831
3,2.0,58,2017,81,1875000,0,32327,33365
3,3.0,113,2017,0,5312500,0,47012,47731
3,3.0,76,1995,1,3307291,0,43516,44189
3,1.0,50,1896,5,2864583,0,57291,45759
3,3.0,81,1938,5,3229166,0,39865,45759
3,3.0,68,1933,8,2812500,0,41359,40575
3,2.0,67,1986,2,2291666,0,34203,37211
3,4.0,144,2022,20,9588541,0,66586,51831
3,3.0,77,1899,1,3927083,0,51001,44189
3,2.0,74,2017,5,4164583,0,56278,45759
3,3.0,86,1980,9,2343750,0,27252,25860
3,3.0,68,1889,5,2687831,0,39526,45759
3,5.0,181,1908,5,7812500,0,43162,45759
3,2.0,50,1902,1,2239583,0,44791,44189
3,2.0,64,1945,75,2239583,0,34992,33902
3,3.0,79,1902,5,3223958,0,40809,45759
3,4.0,82,2006,53,2526041,0,30805,30365
3,3.0,70,1935,5,3435416,0,49077,45759
3,4.0,120,1877,1,5000000,0,41666,44189
3,3.0,105,2022,0,6875000,0,65476,47731
3,3.0,98,2014,0,4114583,0,41985,47731
3,3.0,106,2022,0,6458333,0,60927,47731
3,2.0,79,1960,15,2395833,0,30326,37312
3,2.0,98,2017,0,3531250,0,36032,47731
3,3.0,83,1902,1,3906250,0,47062,44189
3,3.0,73,1927,1,3177083,0,43520,44189
3,3.0,156,2020,41,8848958,0,56723,48098
3,4.0,97,1873,5,3958333,0,40807,45759
3,2.0,63,2022,0,2588541,0,41087,47731
3,3.0,70,1952,15,2125000,0,30356,37312
3,2.0,56,1914,5,2760416,0,49292,45759
3,2.0,47,1900,3,2291666,0,48758,42193
3,3.0,84,1917,5,3177083,0,37821,45759
3,3.0,66,1890,61,2265625,0,34327,31540
3,3.0,81,1928,1,3802083,0,46938,44189
3,2.0,65,1939,4,2473958,0,38060,32232
3,2.0,64,1895,1,2531250,0,39550,44189
3,2.0,59,2017,0,2432291,0,41225,47731
3,2.0,65,1933,8,2729166,0,41986,40575
3,8.0,252,1884,1,9687500,0,38441,44189
3,3.0,92,2014,21,4661458,0,50667,47239
3,2.0,45,1907,5,2223958,0,49420,45759
3,2.0,61,1918,1,2614583,0,42861,44189
3,3.0,73,1936,1,3437500,0,47088,44189
3,2.0,51,2020,1,2536458,0,49734,44189
3,3.0,81,1939,4,2229166,0,27519,32232
3,4.0,104,1900,1,3723958,0,35807,44189
3,2.0,62,1905,5,2473958,0,39902,45759
3,4.0,135,2022,13,6562500,0,48610,49653
3,4.0,141,1978,44,3198958,0,22687,26806
3,4.0,86,1877,1,2942708,0,34216,44189
3,2.0,52,1899,1,2104166,0,40464,44189
3,2.0,52,1913,5,2734375,0,52583,45759
3,4.0,149,2022,0,10156250,0,68162,47731
3,2.0,63,1890,1,2291666,0,36375,44189
3,2.0,61,2016,0,2812500,0,46106,47731
3,4.0,136,1929,1,5609375,0,41244,44189
3,4.0,112,1902,1,5234375,0,46735,44189
3,3.0,167,2017,0,7447916,0,44597,47731
3,4.0,100,1910,5,4895833,0,48958,45759
3,4.0,79,2006,53,2604166,0,32963,30365
3,2.0,49,1962,3,1951041,0,39816,42193
3,2.0,56,1929,1,2812500,0,50222,44189
3,3.0,74,1902,1,2458333,0,33219,44189
3,2.0,55,1897,5,2265625,0,41192,45759
3,3.0,76,2001,16,2916666,0,38377,40642
3,2.0,65,1934,8,2273958,0,34983,40575
3,1.0,50,1931,1,1979166,0,39583,44189
3,2.0,79,2009,1,2975000,0,37657,44189
3,3.0,120,1893,5,7104166,0,59201,45759
3,2.0,53,2020,1,2578125,0,48643,44189
3,4.0,107,1900,1,5000000,0,46728,44189
3,3.0,69,1899,1,2291666,0,33212,44189
3,3.0,79,1945,75,2838541,0,35930,33902
3,3.0,84,1966,38,1900000,0,22618,22480
3,3.0,74,1970,29,3072916,0,41525,42944
3,3.0,78,1945,75,2526041,0,32384,33902
3,2.0,65,1939,15,1861979,0,28645,37312
3,2.0,63,1877,3,2395833,0,38028,42193
3,3.0,84,1938,5,3372916,0,40153,45759
3,2.0,100,2022,13,4812500,0,48125,49653
3,2.0,43,1872,3,1979166,0,46027,42193
3,4.0,85,2023,16,3802083,0,44730,40642
3,3.0,92,1938,5,4427083,0,48119,45759
3,2.0,64,2013,0,2447916,0,38247,47731
3,2.0,74,1969,3,2968750,0,40117,42193
3,4.0,82,2006,53,2333333,0,28455,30365
3,3.0,97,1970,68,2046875,0,21101,21566
3,2.0,62,1910,1,2395833,0,38641,44189
3,2.0,58,2021,0,2810416,0,48455,47731
3,3.0,68,2011,21,3203125,0,47104,47239
3,3.0,82,1888,3,3428797,0,41814,42193
3,2.0,63,2015,1,2760416,0,43815,44189
3,3.0,75,1970,29,2630208,0,35068,42944
3,2.0,78,2013,0,2864583,0,36725,47731
3,4.0,82,2023,16,3854166,0,47001,40642
3,2.0,60,1930,1,2473958,0,41232,44189
3,3.0,75,1970,29,3333333,0,44443,42944
3,3.0,64,1950,10,2654166,0,41470,31481
3,4.0,105,1915,5,4531250,0,43154,45759
3,3.0,123,2017,73,4161458,0,33832,45672
3,2.0,60,1936,1,1875000,0,31250,44189
3,3.0,98,1935,8,3151041,0,32153,40575
3,3.0,91,1985,2,2864583,0,31478,37211
3,2.0,78,2023,16,3437500,0,44069,40642
3,5.0,142,1970,29,3958333,0,27875,42944
3,2.0,55,1895,1,2421875,0,44033,44189
3,3.0,75,1969,2,2604166,0,34721,37211
3,5.0,132,1898,1,8645833,0,65497,44189
3,2.0,63,1933,8,2427083,0,38525,40575
3,3.0,76,2019,3,3750000,0,49341,42193
3,3.0,79,1930,1,3791666,0,47994,44189
3,3.0,76,1968,4,2187500,0,28782,32232
3,2.0,52,1897,5,2317708,0,44570,45759
3,3.0,88,1906,5,3645833,0,41429,45759
3,3.0,104,2005,1,3958333,0,38060,44189
3,4.0,125,2022,20,5781250,0,46250,51831
3,3.0,81,1931,1,3958333,0,48867,44189
3,2.0,51,1902,1,2031250,0,39828,44189
3,2.0,67,1940,1,2807291,0,41898,44189
3,3.0,74,1917,1,3333333,0,45044,44189
3,3.0,120,2018,73,6557291,0,54643,45672
3,3.0,83,1911,15,3520833,0,42418,37312
3,3.0,68,1945,75,1927083,0,28338,33902
3,3.0,90,1976,9,1911458,0,21237,25860
3,2.0,54,1888,5,2546875,0,47163,45759
3,3.0,116,2017,73,4682291,0,40364,45672
3,2.0,61,2012,0,2734375,0,44825,47731
3,3.0,90,1926,66,3020833,0,33564,45904
3,4.0,86,1907,66,4166666,0,48448,45904
3,3.0,55,1907,66,4166666,0,75757,45904
3,2.0,58,1925,1,2135416,0,36816,44189
3,3.0,106,1903,1,4895833,0,46186,44189
3,4.0,103,1920,5,3333333,0,32361,45759
3,3.0,102,1900,1,3770833,0,36968,44189
3,5.0,155,2022,0,10104166,0,65187,47731
3,2.0,73,1933,8,2854122,0,39097,40575
3,3.0,76,2015,54,2114164,6,27817,29959
3,3.0,86,1902,1,3498942,0,40684,44189
3,2.0,55,1907,5,2299154,0,41802,45759
3,2.0,58,1901,1,2431289,0,41918,44189
3,2.0,40,1970,29,1876321,0,46908,42944
3,3.0,107,1903,5,5602536,0,52359,45759
3,2.0,46,2023,16,2167019,0,47108,40642
3,3.0,96,2016,0,4122621,0,42943,47731
3,3.0,94,2016,0,3911205,0,41607,47731
3,2.0,50,1912,5,2008456,0,40169,45759
3,2.0,70,1927,3,3884778,0,55496,42193
3,3.0,106,2022,0,5972515,0,56343,47731
3,3.0,73,2023,16,3565010,0,48835,40642
3,2.0,72,2011,1,3144820,0,43677,44189
3,2.0,72,2011,1,3224101,0,44779,44189
3,3.0,102,1953,36,4968287,0,48708,31658
3,2.0,99,1999,19,3541226,0,35769,31584
3,2.0,46,2023,16,2137949,0,46476,40642
3,2.0,66,2022,0,3884778,0,58859,47731
3,3.0,136,2003,1,8350951,0,61403,44189
3,3.0,114,1971,113,1955602,0,17154,17096
3,3.0,114,1976,1,4645877,0,40752,44189
3,3.0,88,2017,0,3276955,0,37237,47731
3,3.0,74,2001,120,2346723,0,31712,28041
3,3.0,115,1927,1,5443974,0,47338,44189
3,3.0,69,1913,5,3805496,0,55151,45759
3,2.0,59,1944,15,2167019,0,36728,37312
3,2.0,61,2007,6,1955602,0,32058,35867
3,3.0,71,2023,16,3512156,0,49466,40642
3,4.0,98,1961,32,2457716,0,25078,35933
3,2.0,45,1896,5,2193446,0,48743,45759
3,4.0,96,1935,5,5126849,0,53403,45759
3,4.0,99,0,121,6113067,11,61747,63713
3,4.0,95,0,121,6113067,11,64347,63713
3,2.0,66,2009,6,2531712,0,38358,35867
3,4.0,100,0,121,6113067,11,61130,63713
3,3.0,92,0,121,6113067,11,66446,63713
3,3.0,92,0,121,6113067,11,66446,63713
3,4.0,149,2022,0,6976744,0,46823,47731
3,3.0,97,0,121,6113067,11,63021,63713
3,3.0,97,0,121,6113067,11,63021,63713
3,3.0,93,0,121,6113067,11,65731,63713
3,4.0,104,0,121,6113067,11,58779,63713
3,3.0,88,0,121,6113067,11,69466,63713
3,3.0,92,0,121,6113067,11,66446,63713
3,4.0,100,0,121,6113067,11,61130,63713
3,4.0,95,0,121,6113067,11,64347,63713
3,3.0,102,0,121,6113067,11,59931,63713
3,2.0,94,1903,1,3641649,0,38739,44189
3,2.0,70,1912,1,2758985,0,39413,44189
3,4.0,131,1890,1,5813953,0,44380,44189
3,3.0,75,2015,54,2193446,6,29245,29959
3,2.0,55,2011,21,2410147,0,43820,47239
3,3.0,144,1895,1,8292811,0,57588,44189
3,3.0,80,1898,5,3779069,0,47237,45759
3,3.0,82,1973,44,2336152,0,28489,26806
3,3.0,56,1897,1,2510570,0,44830,44189
3,4.0,120,1890,1,4281183,0,35676,44189
3,3.0,97,2016,0,4069767,0,41955,47731
3,2.0,88,2017,0,3594080,0,40841,47731
3,2.0,43,1938,1,1849894,0,43020,44189
3,3.0,87,2009,6,3329809,0,38272,35867
3,3.0,117,2018,73,6078224,0,51950,45672
3,2.0,45,1890,5,2219873,0,49329,45759
3,2.0,60,1936,1,2008456,0,33473,44189
3,2.0,69,1934,8,2954545,0,42819,40575
3,2.0,58,2019,20,3435517,0,59232,51831
3,3.0,73,1938,70,2536997,0,34752,31145
3,3.0,78,1933,1,3171247,0,40656,44189
3,2.0,56,2002,1,2219873,0,39640,44189
3,3.0,87,1938,1,5073995,0,58321,44189
3,2.0,60,1937,5,2743128,0,45718,45759
3,6.0,230,1900,1,7188160,0,31252,44189
3,2.0,95,2013,0,3488372,0,36718,47731
3,2.0,50,2017,1,2325581,0,46511,44189
3,3.0,186,2003,1,11627906,0,62514,44189
3,5.0,132,2020,1,6553911,0,49650,44189
3,2.0,70,1985,2,2954545,0,42207,37211
3,2.0,59,1936,15,1849894,0,31354,37312
3,4.0,149,2022,0,9460887,0,63495,47731
3,2.0,52,2007,6,2040169,0,39233,35867
3,2.0,70,1902,5,2748414,0,39262,45759
3,3.0,81,1925,1,3356236,0,41434,44189
3,3.0,117,2017,1,6495771,0,55519,44189
3,3.0,93,1990,83,1902748,8,20458,19932
3,3.0,83,2002,122,2114164,0,25471,33007
3,4.0,149,2022,0,9249471,0,62076,47731
3,4.0,108,1901,1,4598308,0,42576,44189
3,2.0,50,1938,15,2230443,0,44608,37312
3,3.0,76,1934,1,2933403,0,38597,44189
3,3.0,125,1900,1,4915433,0,39323,44189
3,4.0,114,1880,3,4545454,0,39872,42193
3,3.0,81,1914,1,3662790,0,45218,44189
3,4.0,126,1928,5,4466173,0,35445,45759
3,4.0,112,1873,5,4122621,0,36808,45759
3,2.0,52,2011,21,2484143,0,47771,47239
3,4.0,143,2013,0,5126849,0,35852,47731
3,2.0,58,1901,5,2378435,0,41007,45759
3,2.0,60,1929,1,2957716,0,49294,44189
3,4.0,82,2006,53,2568710,0,31325,30365
3,2.0,69,2005,1,3911205,0,56683,44189
3,5.0,111,1897,1,4016913,0,36188,44189
3,2.0,70,2006,1,3525369,0,50361,44189
3,3.0,57,1901,1,2695560,0,47289,44189
3,2.0,62,1928,1,2167019,0,34951,44189
3,4.0,118,1967,40,5134561,0,43512,34035
3,3.0,80,1905,5,3541226,0,44265,45759
3,2.0,63,1938,1,3007399,0,47735,44189
3,5.0,221,2018,1,13742071,0,62180,44189
3,5.0,107,1892,1,4809725,0,44950,44189
3,3.0,85,1973,9,2341437,0,27545,25860
3,5.0,143,1898,1,8985200,0,62832,44189
3,4.0,113,1930,1,3697674,0,32721,44189
3,2.0,99,2017,0,4426532,0,44711,47731
3,3.0,74,1970,29,3911205,0,52854,42944
3,2.0,61,2022,20,2746300,0,45021,51831
3,4.0,98,2023,16,4478065,0,45694,40642
3,4.0,165,2022,20,6210359,0,37638,51831
3,3.0,92,1914,1,3409090,0,37054,44189
3,4.0,149,2022,0,10395877,0,69770,47731
3,3.0,78,1995,1,3276955,0,42011,44189
3,2.0,66,1933,1,2373150,0,35956,44189
3,2.0,66,1933,5,2959830,0,44845,45759
3,2.0,63,1928,1,2669133,0,42366,44189
3,4.0,109,2019,20,6448202,0,59157,51831
3,2.0,85,2022,27,3065539,3,36064,31190
3,2.0,60,1938,32,2431289,0,40521,35933
3,3.0,77,1934,1,2906976,0,37752,44189
3,3.0,75,1969,2,2272727,0,30302,37211
3,4.0,104,1938,4,3356236,0,32270,32232
3,2.0,57,1903,1,2246300,0,39408,44189
3,2.0,67,1936,3,2758985,0,41178,42193
3,4.0,198,1932,1,13372093,0,67534,44189
3,3.0,75,1902,5,3594080,0,47920,45759
3,2.0,62,1900,3,2378435,0,38361,42193
3,3.0,81,1928,8,4281183,0,52854,40575
3,4.0,125,1986,3,6341437,0,50731,42193
3,4.0,148,1970,29,3699788,0,24997,42944
3,2.0,48,1929,1,2272727,0,47347,44189
3,5.0,201,1955,123,2933403,12,14593,14593
3,3.0,103,1926,1,5021141,0,48748,44189
3,3.0,72,1931,1,3409090,0,47347,44189
3,3.0,64,1891,1,3012684,0,47072,44189
3,3.0,89,1968,10,2087737,0,23457,31481
3,3.0,97,2017,0,3964059,0,40865,47731
3,2.0,53,2017,1,2114164,0,39889,44189
3,5.0,109,1987,44,2801268,0,25698,26806
3,4.0,100,1895,5,5073995,0,50739,45759
3,2.0,58,2022,13,3250528,0,56043,49653
3,2.0,71,1985,2,2933403,0,41315,37211
3,2.0,59,2022,13,3171247,0,53749,49653
3,3.0,75,1939,124,2114164,0,28188,25545
3,3.0,87,1911,5,4889006,0,56194,45759
3,4.0,99,1924,1,3805496,0,38438,44189
3,3.0,83,1935,1,3699788,0,44575,44189
3,4.0,111,1976,91,3541226,0,31902,32539
3,3.0,68,2011,21,3303382,0,48578,47239
3,2.0,66,1935,8,2357293,0,35715,40575
3,2.0,71,1960,32,1902748,0,26799,35933
3,2.0,68,1929,8,2510570,0,36919,40575
3,3.0,77,1896,1,2748414,0,35693,44189
3,6.0,180,1935,5,8033826,0,44632,45759
3,5.0,111,2023,16,5619714,0,50627,40642
3,3.0,117,2017,1,6657505,0,56901,44189
3,3.0,86,2017,1,3937632,0,45785,44189
3,3.0,78,1965,97,2748414,0,35235,30351
3,2.0,56,1897,1,2167019,0,38696,44189
3,2.0,98,2017,0,4133192,0,42174,47731
3,4.0,166,2022,13,10650105,0,64156,49653
3,3.0,185,2022,0,10465116,0,56567,47731
3,2.0,62,1928,1,2723044,0,43919,44189
3,3.0,91,1970,68,1929175,0,21198,21566
3,2.0,55,2004,3,2325581,0,42283,42193
3,2.0,67,1991,85,2135306,0,31869,29069
3,3.0,65,1953,15,2352008,0,36183,37312
3,3.0,134,2019,1,8033826,0,59953,44189
3,2.0,50,2022,20,2325581,0,46511,51831
3,3.0,75,1939,124,2114164,0,28188,25545
3,3.0,123,2021,0,5338266,0,43399,47731
3,2.0,62,1969,3,2957716,0,47705,42193
3,3.0,78,1951,10,2314343,0,29670,31481
3,3.0,79,1920,1,3420651,0,43299,44189
3,3.0,84,2022,0,3458799,0,41175,47731
3,3.0,99,2016,0,4018311,0,40587,47731
3,5.0,121,1899,1,5340793,0,44138,44189
3,3.0,76,1930,1,3560528,0,46848,44189
3,4.0,90,1901,1,4372329,0,48580,44189
3,3.0,80,1976,78,2695829,0,33697,38935
3,2.0,47,2022,20,2899287,0,61686,51831
3,3.0,100,1897,1,3377416,0,33774,44189
3,3.0,96,1938,30,1932858,0,20133,33085
3,2.0,56,1920,1,2543234,0,45414,44189
3,2.0,62,1910,1,2487283,0,40116,44189
3,2.0,58,2013,21,2884028,0,49724,47239
3,2.0,51,1969,3,2390640,0,46874,42193
3,2.0,52,1927,1,2278738,0,43820,44189
3,2.0,57,1896,1,2258392,0,39620,44189
3,2.0,62,1984,1,2121057,0,34210,44189
3,2.0,63,1895,1,1932858,0,30679,44189
3,2.0,51,1969,3,2212614,0,43384,42193
3,5.0,134,1897,3,4196337,0,31315,42193
3,4.0,104,1968,10,2339776,0,22497,31481
3,3.0,80,1960,50,2187182,0,27339,27822
3,2.0,129,1913,5,7731434,0,59932,45759
3,2.0,53,2023,16,2441505,0,46066,40642
3,4.0,132,1852,96,8199389,0,62115,50863
3,4.0,91,2016,0,3660223,0,40221,47731
3,2.0,62,1917,5,2733977,0,44095,45759
3,3.0,89,2011,1,3916581,0,44006,44189
3,3.0,74,1899,5,3051881,0,41241,45759
3,3.0,71,2023,16,3345625,0,47121,40642
3,6.0,149,1969,2,3509664,0,23554,37211
3,2.0,97,1896,3,2950152,0,30413,42193
3,5.0,168,1901,1,10147507,0,60401,44189
3,2.0,46,2023,16,2085452,0,45335,40642
3,4.0,92,1911,1,4750762,0,51637,44189
3,4.0,112,1910,5,5798575,0,51772,45759
3,2.0,48,1959,32,1790437,0,37300,35933
3,3.0,91,2005,117,2695829,10,29623,30045
3,2.0,60,2022,0,2624507,0,43741,47731
3,3.0,105,2016,0,5188199,0,49410,47731
3,2.0,66,1897,1,2309257,0,34987,44189
3,2.0,55,1902,1,2594099,0,47164,44189
3,3.0,66,1930,1,2772126,0,42001,44189
3,2.0,85,2022,27,2644964,3,31116,31190
3,4.0,100,1892,1,7833163,0,78331,44189
3,4.0,112,1892,1,7833163,0,69938,44189
3,3.0,88,2021,0,4613428,0,52425,47731
3,3.0,77,1930,1,3204476,0,41616,44189
3,2.0,60,1906,5,2339776,0,38995,45759
3,6.0,174,1930,8,9206510,0,52910,40575
3,2.0,72,1930,8,3357070,0,46625,40575
3,2.0,62,1935,94,1805696,0,29124,46935
3,4.0,75,1899,5,3814852,0,50864,45759
3,2.0,54,1897,5,2642929,0,48943,45759
3,3.0,92,1938,30,2594099,0,28196,33085
3,2.0,61,1887,5,2263479,0,37105,45759
3,2.0,69,2005,1,3585961,0,51969,44189
3,2.0,54,1896,1,2492370,0,46154,44189
3,3.0,60,2022,0,3484231,0,58070,47731
3,5.0,104,1897,5,5264496,0,50619,45759
3,3.0,127,2022,13,6459816,0,50864,49653
3,3.0,75,1898,5,3865717,0,51542,45759
3,4.0,149,2022,0,9511698,0,63836,47731
3,3.0,105,1964,125,5849440,0,55708,55708
3,2.0,66,2009,6,2594099,0,39304,35867
3,3.0,74,2022,0,3713123,0,50177,47731
3,4.0,149,2022,0,9715157,0,65201,47731
3,2.0,86,1936,1,3112919,0,36196,44189
3,3.0,77,1926,1,3865717,0,50203,44189
3,3.0,85,2019,20,4832146,0,56848,51831
3,2.0,62,1917,5,2934893,0,47336,45759
3,2.0,57,2017,0,2187182,0,38371,47731
3,4.0,110,2016,26,4959308,0,45084,46240
3,4.0,177,2017,0,6002034,0,33909,47731
3,2.0,60,1958,32,2177009,0,36282,35933
3,2.0,95,2013,0,2950152,0,31053,47731
3,2.0,52,2007,6,2034587,0,39126,35867
3,3.0,67,1857,1,2543234,0,37958,44189
3,2.0,62,1928,1,2339776,0,37737,44189
3,2.0,59,2019,20,3407934,0,57760,51831
3,2.0,55,2017,81,1948118,0,35420,33365
3,4.0,203,2019,20,12614445,0,62139,51831
3,5.0,132,2020,1,6714140,0,50864,44189
3,2.0,65,1977,44,1958290,0,30127,26806
3,3.0,84,1937,5,3660223,0,43573,45759
3,3.0,93,1997,60,4170905,0,44848,45454
3,3.0,153,1909,1,4221770,0,27593,44189
3,3.0,61,1890,1,2795523,0,45828,44189
3,3.0,82,1900,1,3458799,0,42180,44189
3,3.0,79,2022,20,4524923,0,57276,51831
3,3.0,126,2014,0,6505595,0,51630,47731
3,2.0,63,1936,15,2238046,0,35523,37312
3,3.0,80,2017,1,3306205,0,41327,44189
3,3.0,61,1899,1,3026449,0,49613,44189
3,2.0,57,1816,1,2517802,0,44171,44189
3,3.0,82,1875,5,3611393,0,44040,45759
3,2.0,51,1901,1,2594099,0,50864,44189
3,4.0,96,1925,1,4209053,0,43843,44189
3,4.0,98,1936,1,4404883,0,44947,44189
3,3.0,86,2017,1,3942014,0,45837,44189
3,4.0,108,1900,1,4730417,0,43799,44189
3,2.0,72,1986,2,2644964,0,36735,37211
3,2.0,72,1977,9,1831129,0,25432,25860
3,2.0,74,2016,26,3761953,0,50836,46240
3,2.0,82,2013,0,3255340,0,39698,47731
3,2.0,55,2018,1,2945066,0,53546,44189
3,3.0,85,1931,1,3967446,0,46675,44189
3,4.0,94,1931,1,3992878,0,42477,44189
3,3.0,112,2022,0,6256358,0,55859,47731
3,4.0,199,2022,20,12461851,0,62621,51831
3,6.0,122,1881,1,5442522,0,44610,44189
3,2.0,67,2016,0,2848423,0,42513,47731
3,2.0,50,1913,5,2405900,0,48118,45759
3,3.0,88,1969,89,1805696,0,20518,21564
3,3.0,115,2021,0,7324516,0,63690,47731
3,1.0,60,2017,5,3492980,0,58215,45759
3,4.0,90,1917,1,4038657,0,44873,44189
3,3.0,131,2020,41,8036622,0,61347,48098
3,3.0,84,1933,8,3611393,0,42991,40575
3,5.0,137,1848,126,8214649,0,59960,54428
3,6.0,168,1848,126,8214649,0,48896,54428
3,3.0,66,1931,1,3382502,0,51249,44189
3,3.0,112,2022,0,6917599,0,61763,47731
3,4.0,103,2016,26,4679552,0,45432,46240
3,2.0,55,2014,21,2543234,0,46240,47239
3,3.0,69,1937,127,1958290,0,28380,28380
3,2.0,53,1915,1,2604272,0,49136,44189
3,2.0,67,1933,8,2538148,0,37881,40575
3,2.0,59,2022,13,3026449,0,51295,49653
3,2.0,59,2022,13,3204476,0,54312,49653
3,2.0,68,1973,9,1927772,0,28348,25860
3,2.0,65,1896,5,2278738,0,35056,45759
3,3.0,95,1983,2,3558494,0,37457,37211
3,3.0,80,1923,1,3189216,0,39864,44189
3,4.0,105,1924,1,5493387,0,52317,44189
3,3.0,113,2022,0,5925737,0,52439,47731
3,2.0,80,1997,60,3357070,0,41963,45454
3,2.0,68,1932,1,2873855,0,42262,44189
3,2.0,66,2018,1,3087487,0,46779,44189
3,3.0,89,1968,10,2466937,0,27718,31481
3,2.0,56,2017,81,1869277,0,33379,33365
3,2.0,62,1928,1,2909460,0,46926,44189
3,2.0,64,1938,6,2049847,0,32028,35867
3,2.0,100,2022,13,4069175,0,40691,49653
3,5.0,279,2014,0,16785350,0,60161,47731
3,5.0,104,1933,1,7171922,0,68960,44189
3,2.0,62,1914,5,1932858,0,31174,45759
3,3.0,77,1889,1,3641912,0,47297,44189
3,2.0,57,1969,3,1932858,0,33909,42193
3,2.0,48,2006,62,2187182,0,45565,45380
